Periodo,Salario
1962.03,1064.09275143594
1962.04,1029.59799115243
1962.05,997.269446075846
1962.06,966.909276006597
1962.07,942.331812844462
1962.08,918.972826282412
1962.09,896.81793317851
1962.10,870.164127746384
1962.11,863.248732945888
1962.12,821.404930933009
1963.01,1191.70617788255
1963.02,1112.20703705133
1963.03,1042.58734476339
1963.04,1008.39399830095
1963.05,976.372282425548
1963.06,946.32168304451
1963.07,913.962271696462
1963.08,883.742743317016
1963.09,855.457630312666
1963.10,822.698952273548
1963.11,792.393640478234
1963.12,764.138462266593
1964.01,707.41411242928
1964.02,1242.52566970997
1964.03,1232.15491927034
1964.04,1202.81204673139
1964.05,1164.51880924926
1964.06,1129.71540489256
1964.07,1087.30448671664
1964.08,1047.96266774124
1964.09,1010.4953194453
1964.10,964.224485024617
1964.11,921.980573398338
1964.12,882.80041535478
1965.01,821.206211946453
1965.02,767.64645900646
1965.03,1132.77940701611
1965.04,1086.07422521036
1965.05,1043.06790310686
1965.06,1003.41327119981
1965.07,968.541407869081
1965.08,936.011958605
1965.09,904.828496013397
1965.10,876.778485436434
1965.11,850.401745667306
1965.12,826.269025775389
1966.01,788.421566409214
1966.02,919.607682347381
1966.03,911.932169471888
1966.04,885.090772741784
1966.05,853.071266638349
1966.06,822.350161003126
1966.07,796.848686475029
1966.08,772.881266198534
1966.09,751.127065284545
1966.10,732.803531207032
1966.11,715.360240475575
1966.12,698.440525731351
1967.01,678.891175416131
1967.02,809.746153883745
1967.03,802.987601134217
1967.04,790.879747688877
1967.05,771.467244791059
1967.06,755.666936126594
1967.07,745.706475632834
1967.08,736.005177164063
1967.09,727.175637763637
1967.10,717.947520533134
1967.11,709.543452567027
1967.12,701.913953077059
1968.01,682.714375921291
1968.02,809.452936022766
1968.03,802.69683061846
1968.04,791.111857411978
1968.05,778.181351570178
1968.06,763.991319630532
1968.07,747.631762464996
1968.08,736.590787069943
1968.09,725.871170626098
1968.10,714.970716186662
1968.11,704.392803775023
1968.12,694.123326185195
1969.01,677.073108735268
1969.02,669.285686398377
1969.03,660.840441144138
1969.04,652.605669291875
1969.05,771.130212355588
1969.06,749.582578597733
1969.07,738.172070960999
1969.08,729.206418277262
1969.09,716.769697101414
1969.10,705.933873013094
1969.11,694.654488816191
1969.12,685.216248479014
1970.01,669.568718641204
1970.02,661.48892822738
1970.03,647.226846612621
1970.04,640.649338008834
1970.05,757.235974295127
1970.06,744.932287859018
1970.07,730.897331710949
1970.08,712.986558266572
1970.09,700.119146988276
1970.10,691.479651115934
1970.11,683.050779522196
1970.12,676.938468296047
1971.01,663.869011251279
1971.02,655.527502877671
1971.03,645.459674335181
1971.04,637.303065139707
1971.05,756.245428560957
1971.06,739.078933222727
1971.07,725.839063797956
1971.08,716.990848706436
1971.09,708.080671169113
1971.10,698.585336498263
1971.11,688.300388169297
1971.12,680.592657058778
1972.01,664.712988793462
1972.02,652.346235513584
1972.03,641.106796153469
1972.04,634.856451344173
1972.05,750.674416493303
1972.06,743.481095596037
1972.07,734.432644128337
1972.08,726.815577561599
1972.09,711.346352760845
1972.10,702.604062526397
1972.11,695.629766676791
1972.12,690.324677893746
1973.01,681.019360919003
1973.02,677.409342479457
1973.03,671.961571707893
1973.04,664.561566635552
1973.05,763.194853027471
1973.06,751.593381342105
1973.07,739.687824700136
1973.08,727.10374694428
1973.09,715.752425320115
1973.10,712.717861617514
1973.11,708.910822154277
1973.12,703.963091681397
1974.01,694.845906421263
1974.02,694.080868263904
1974.03,670.45886583429
1974.04,631.820544826551
1974.05,741.493022646581
1974.06,730.641037430304
1974.07,715.701960989309
1974.08,701.361548597307
1974.09,690.546903403517
1974.10,676.134956485237
1974.11,661.305503585127
1974.12,712.757454466504
1975.01,691.461383809665
1975.02,676.27208698676
1975.03,665.805971354822
1975.04,651.458376165464
1975.05,825.874518835999
1975.06,805.934819616489
1975.07,787.799074498884
1975.08,758.117912185018
1975.09,743.458173551606
1975.10,727.383402231571
1975.11,711.989044512384
1975.12,699.952818792409
1976.01,677.167752981743
1976.02,646.271910732538
1976.03,629.088347875953
1976.04,610.276323867758
1976.05,843.457675278714
1976.06,826.278625183181
1976.07,804.850237600629
1976.08,784.604352468216
1976.09,762.625019336043
1976.10,741.223433529502
1976.11,717.655802101521
1976.12,702.388257596023
1977.01,674.381250801397
1977.02,650.902373361583
1977.03,630.600937963634
1977.04,607.69581284277
1977.05,840.805512436931
1977.06,823.309697520189
1977.07,803.194702664759
1977.08,790.205604875112
1977.09,777.832865759113
1977.10,757.280371338649
1977.11,731.928184068656
1977.12,714.899794113109
1978.01,689.275158002526
1978.02,667.909069671853
1978.03,646.984055044264
1978.04,630.782070031516
1978.05,867.362339846854
1978.06,838.910038726054
1978.07,795.054797074906
1978.08,771.649364833458
1978.09,755.919357995915
1978.10,735.287745495647
1978.11,719.428186705499
1978.12,704.947104949056
1979.01,666.102016695576
1979.02,647.559269235432
1979.03,625.954670440565
1979.04,605.078302572728
1979.05,864.480792195438
1979.06,839.30340568992
1979.07,796.61691272335
1979.08,753.056542885309
1979.09,706.380307406999
1979.10,672.334500404618
1979.11,819.387942546196
1979.12,784.056499923323
1980.01,735.777115490327
1980.02,706.469597702468
1980.03,672.03925212324
1980.04,640.952883045195
1980.05,859.332933311744
1980.06,814.353202514813
1980.07,771.796047083113
1980.08,734.016802329968
1980.09,702.724010022962
1980.10,640.908123226624
1980.11,827.653670874188
1980.12,774.943342083029
1981.01,729.636530982234
1981.02,687.991070361775
1981.03,653.031518868834
1981.04,612.948272300811
1981.05,849.466711027087
1981.06,808.465475034709
1981.07,761.25272895435
1981.08,717.3214396289
1981.09,681.375114185769
1981.10,651.275823918617
1981.11,872.103461852282
1981.12,825.172023758867
1982.01,773.25839915383
1982.02,725.550118710846
1982.03,689.432761608493
1982.04,652.575381469494
1982.05,851.845616766698
1982.06,795.057245465102
1982.07,747.291809679498
1982.08,707.882519753603
1982.09,678.670963533458
1982.10,653.159744022091
1982.11,880.565085701229
1982.12,813.941891914091
1983.01,745.746418235061
1983.02,690.24926460646
1983.03,643.764601195258
1983.04,604.102822774282
1983.05,835.345307112434
1983.06,753.69573786807
1983.07,676.393493317539
1983.08,615.760051750158
1983.09,553.379842705014
1983.10,502.631460429132
1983.11,768.890569069315
1983.12,709.675846705096
1984.01,648.751503025675
1984.02,591.188476872966
1984.03,538.260992602455
1984.04,491.452566358235
1984.05,769.115189262521
1984.06,699.439249633866
1984.07,641.053167429615
1984.08,590.449410107226
1984.09,531.448166986444
1984.10,480.986344699704
1984.11,747.255019107506
1984.12,669.452564868046
1985.01,598.596144420586
1985.02,539.526724223868
1985.03,490.726110197993
1985.04,451.932159677296
1985.05,843.134473530589
1985.06,778.269463440326
1985.07,707.027435705779
1985.08,633.465429592053
1985.09,575.419646834483
1985.10,521.921263337784
1985.11,823.291243501374
1985.12,711.264443308211
1986.01,618.438083150235
1986.02,549.8716328985
1986.03,714.163159457178
1986.04,711.105395009384
1986.05,703.539713566654
1986.06,696.81252926271
1986.07,690.546461986661
1986.08,680.80376536026
1986.09,672.786752982771
1986.10,663.288886180787
1986.11,642.17530337312
1986.12,598.678139353128
1987.01,614.995186936877
1987.02,539.737865716872
1987.03,668.984411015819
1987.04,553.066892574444
1987.05,538.965780226374
1987.06,533.184929064709
1987.07,485.019903638657
1987.08,461.550753052262
1987.09,524.771145317913
1987.10,520.605035393472
1987.11,514.74586491044
1987.12,541.98156601081
1988.01,569.455901601114
1988.02,576.942915271093
1988.03,577.388749293821
1988.04,567.709863875478
1988.05,576.161770270847
1988.06,560.744953054552
1988.07,547.085788565263
1988.08,566.794693499131
1988.09,544.395038510548
1988.10,537.13361841148
1988.11,544.71095151278
1988.12,556.671145759335
1989.01,552.668826313917
1989.02,558.223339573166
1989.03,527.123089319207
1989.04,487.805978479174
1989.05,532.612750519504
1989.06,606.784084041678
1989.07,594.559406481456
1989.08,574.819630885959
1989.09,545.286854074951
1989.10,601.286234659399
1989.11,591.28750986162
1989.12,552.751838382278
1990.01,535.368394097173
1990.02,480.350469036369
1990.03,483.310099049941
1990.04,421.479112889389
1990.05,392.767788513607
1990.06,369.406894874509
1990.07,417.034542269291
1990.08,394.394683136033
1990.09,401.747060698772
1990.10,372.466576865616
1990.11,412.988011059841
1990.12,367.751385151548
1991.01,424.092415185849
1991.02,455.016079734404
1991.03,435.311776319029
1991.04,414.548634052478
1991.05,388.590958406078
1991.06,350.613885852756
1991.07,312.651890964325
1991.08,270.418430882147
1991.09,577.825331176683
1991.10,477.232448949327
1991.11,377.320951638801
1991.12,303.923464489081
1992.01,551.89677511873
1992.02,443.360239212098
1992.03,364.546662201246
1992.04,301.676520310466
1992.05,580.310133242687
1992.06,480.190404741086
1992.07,393.340867491219
1992.08,321.409370578596
1992.09,588.579291056624
1992.10,466.867402442412
1992.11,379.906650957521
1992.12,302.521804486297
1993.01,562.690076380506
1993.02,450.909490736054
1993.03,483.055968946492
1993.04,376.29966025282
1993.05,573.571277154589
1993.06,439.956434174134
1993.07,471.689832308685
1993.08,421.925646030768
1993.09,539.987341450564
1993.10,503.960419796296
1993.11,462.921547891529
1993.12,419.771381293549
1994.01,520.636472311265
1994.02,482.424502100838
1994.03,395.971318360311
1994.04,394.186894389655
1994.05,397.233020858638
1994.06,312.625984586362
1994.07,350.174090545737
1994.08,343.81201580315
1994.09,366.330526646096
1994.10,356.283557644378
1994.11,346.039758524271
1994.12,340.25405121828
1995.01,335.424655697512
1995.02,332.069423242849
1995.03,326.77443131986
1995.04,318.834651833914
1995.05,446.108921661287
1995.06,436.591069730102
1995.07,426.109284777462
1995.08,421.805658595805
1995.09,416.926935768808
1995.10,411.170737319615
1995.11,405.055820467775
1995.12,398.481192108889
1996.01,392.747582265762
1996.02,389.980202032799
1996.03,388.852706189573
1996.04,385.26854810765
1996.05,426.048248648566
1996.06,420.457156577328
1996.07,415.472459684893
1996.08,413.40657621967
1996.09,413.324246179265
1996.10,411.760131088757
1996.11,410.36401716537
1996.12,409.013160103646
1997.01,405.726010932918
1997.02,403.90701831523
1997.03,401.18018327606
1997.04,398.787685563415
1997.05,426.801731675588
1997.06,425.314206779301
1997.07,424.550307950134
1997.08,424.676432517312
1997.09,424.253310532936
1997.10,423.027732371343
1997.11,422.393820220767
1997.12,420.000419724241
1998.01,416.460746639291
1998.02,414.225355999558
1998.03,408.765705026982
1998.04,410.36081170673
1998.05,441.380885167139
1998.06,440.719933867722
1998.07,441.956716722158
1998.08,444.132564920211
1998.09,445.51368197541
1998.10,445.022920714853
1998.11,445.825159534728
1998.12,443.959769565752
1999.01,441.093531717506
1999.02,435.476499732191
1999.03,429.972301549527
1999.04,427.960824565905
1999.05,447.489093049409
1999.06,447.177366674334
1999.07,443.892622528394
1999.08,441.464855255816
1999.09,439.75017933887
1999.10,435.569991038279
1999.11,431.515042362133
1999.12,428.344993862327
2000.01,425.747972770047
2000.02,425.53497098259
2000.03,424.98216248626
2000.04,471.431203823882
2000.05,471.666660423534
2000.06,470.254511163535
2000.07,463.807962428633
2000.08,458.262894195716
2000.09,456.300531497252
2000.10,455.571375162059
2000.11,454.253824045792
2000.12,451.768386244177
2001.01,448.315495582101
2001.02,446.128784434143
2001.03,443.997220230609
2001.04,524.860391521502
2001.05,521.885782169038
2001.06,518.77430875576
2001.07,513.079013485105
2001.08,509.056490724307
2001.09,506.827656844427
2001.10,502.108696379389
2001.11,495.713357845836
2001.12,492.073106764288
2002.01,486.864491993643
2002.02,485.361005869006
2002.03,482.371385263068
2002.04,532.347010975097
2002.05,531.868821090677
2002.06,528.643125818858
2002.07,522.632334891494
2002.08,518.174945109574
2002.09,513.909046555222
2002.10,505.965455170601
2002.11,489.376748371447
2002.12,476.510616818336
2003.01,465.024351252881
2003.02,458.332035579821
2003.03,452.137883669126
2003.04,535.180393188068
2003.05,529.934684366615
2003.06,530.252940968665
2003.07,530.03994756055
2003.08,529.087087748673
2003.09,524.783931193623
2003.10,522.746095042402
2003.11,520.818882884133
2003.12,518.021595924125
2004.01,513.757332272266
2004.02,511.760449030212
2004.03,508.860901108587
2004.04,506.784163279776
2004.05,546.828337347777
2004.06,544.108833863142
2004.07,540.166261808367
2004.08,537.479145061129
2004.09,536.567975581587
2004.10,535.657684515672
2004.11,533.310129099176
2004.12,528.762168775582
2005.01,525.76596166049
2005.02,523.461993481148
2005.03,519.668669404452
2005.04,514.982225002177
2005.05,590.080198136573
2005.06,590.730449840608
2005.07,590.553811288685
2005.08,590.553811288685
2005.09,589.669884147132
2005.10,586.270374146073
2005.11,583.122705464152
2005.12,580.798653433165
2006.01,578.60009174418
2006.02,577.271608451853
2006.03,575.717255557772
2006.04,670.864731504929
2006.05,669.994605307459
2006.06,670.464038899631
2006.07,669.728116203647
2006.08,669.861334251396
2006.09,668.79196296947
2006.10,665.928225916856
2006.11,663.144152263811
2006.12,659.058542368416
2007.01,655.844790586015
2007.02,653.102809106099
2007.03,650.241173674752
2007.04,704.145877159195
2007.05,702.319899523475
2007.06,700.149954520179
2007.07,697.916510656418
2007.08,693.82362923091
2007.09,692.093553201558
2007.10,690.023808314037
2007.11,687.068903833853
2007.12,680.468785231368
2008.01,675.805439144637
2008.02,672.577994276234
2008.03,730.798052252018
2008.04,726.151671148943
2008.05,719.24698461304
2008.06,712.760965010144
2008.07,708.649860240339
2008.08,707.165551839465
2008.09,706.107417584286
2008.10,702.595134809561
2008.11,699.935395464704
2008.12,697.912127618811
2009.01,693.474057745938
2009.02,774.62429622132
2009.03,773.077333324472
2009.04,768.849153500177
2009.05,764.26255276514
2009.06,761.067427124599
2009.07,759.321221556417
2009.08,758.714539151646
2009.09,757.501611684878
2009.10,755.688247274003
2009.11,752.902788924559
2009.12,751.099225181598
2010.01,816.599642852571
2010.02,810.9240361911
2010.03,805.207338662089
2010.04,799.372795338492
2010.05,795.949223757966
2010.06,796.826624613559
2010.07,797.384392792635
2010.08,797.942942379496
2010.09,793.656756109471
2010.10,786.421392622362
2010.11,778.403857124118
2010.12,773.760946824511
2011.01,811.646559079056
2011.02,807.286075404722
2011.03,809.418418263908
2011.04,803.631218152186
2011.05,799.076625747634
2011.06,797.32189746019
2011.07,797.32189746019
2011.08,793.988017936697
2011.09,790.429783521172
2011.10,787.908301548775
2011.11,783.444154896395
2011.12,779.46900896729
2012.01,885.082201637605
2012.02,881.644497453128
2012.03,880.061303613797
2012.04,874.462637791846
2012.05,869.680240779347
2012.06,867.428269601162
2012.07,863.713574422026
2012.08,859.845213590436
2012.09,854.460144091903
2012.10,848.438340553494
2012.11,843.88070329575
2012.12,837.681761043533
2013.01,904.775787157431
2013.02,900.094360199005
2013.03,894.726594150912
2013.04,889.478442364824
2013.05,886.37567544969
2013.06,883.899791547241
2013.07,885.05055559759
2013.08,883.637311341151
2013.09,881.256801868387
2013.10,875.913907028266
2013.11,871.210062408506
2013.12,864.981008429932
2014.01,917.88598331661
2014.02,912.048231235995
2014.03,904.629797690965
2014.04,897.629032338
2014.05,892.276039421535
2014.06,889.961098403791
2014.07,888.805945685992
2014.08,887.208102084303
2014.09,882.883316678447
2014.10,879.541278478277
2014.11,874.903862503381
2014.12,869.512879291597
2015.01,932.575271309761
2015.02,921.879425443509
2015.03,908.16779460341
2015.04,901.765868877056
2015.05,892.924606544865
2015.06,886.103286764838
2015.07,880.992793569853
2015.08,878.795397605186
2015.09,874.336367103991
2015.10,867.655639574292
2015.11,858.130010447501
2015.12,850.475655503424
2016.01,935.641544918451
2016.02,926.837499605301
2016.03,922.775728513464
2016.04,916.908800493139
2016.05,908.010022788439
2016.06,903.762351849647
2016.07,898.014897244907
2016.08,895.23948175319
2016.09,894.524679757418
2016.10,893.006113069475
2016.11,892.381680101016
2016.12,891.133626674331
2017.01,944.886502752175
2017.02,942.623763431347
2017.03,939.61604895217
2017.04,938.865236764897
2017.05,935.496710454111
2017.06,938.310896063087
2017.07,936.719169036063
2017.08,937
